time,pPV
1664638200,15.76
1664639100,15.72
1664640000,16.16
1664640900,16.08
1664641800,17.96
1664642700,17.24
1664643600,16.72
1664644500,16.48
1664645400,16.56
1664646300,16.68
1664647200,16.12
1664648100,15.08
1664649000,15.4
1664649900,15.12
1664650800,15.12
1664651700,14.64
1664652600,14.44
1664653500,14.76
1664654400,14.28
1664655300,14.68
1664656200,14.44
1664657100,14.6
1664658000,12.4
1664658900,12.4
1664659800,13.16
1664660700,12.32
1664661600,12.68
1664662500,12.88
1664663400,12.4
1664664300,13.0
1664665200,12.24
1664666100,12.76
1664667000,12.36
1664667900,12.96
1664668800,12.72
1664669700,12.6
1664670600,12.56
1664671500,12.32
1664672400,12.68
1664673300,12.44
1664674200,12.76
1664675100,12.48
1664676000,12.52
1664676900,12.52
1664677800,12.4
1664678700,12.72
1664679600,13.04
1664680500,13.2
1664681400,13.04
1664682300,12.96
1664683200,13.16
1664684100,12.84
1664685000,13.28
1664685900,12.92
1664686800,14.8
1664687700,15.0
1664688600,15.08
1664689500,15.24
1664690400,15.2
1664691300,15.44
1664692200,15.2
1664693100,15.32
1664694000,15.24
1664694900,15.12
1664695800,15.52
1664696700,15.2
1664697600,15.48
1664698500,15.04
1664699400,15.28
1664700300,15.72
1664701200,15.32
1664702100,15.4
1664703000,15.2
1664703900,15.56
1664704800,15.4
1664705700,15.36
1664706600,15.36
1664707500,14.92
1664708400,15.36
1664709300,14.84
1664710200,15.28
1664711100,14.92
1664712000,15.16
1664712900,15.12
1664713800,15.08
1664714700,15.4
1664715600,14.96
1664716500,15.16
1664717400,15.04
1664718300,15.04
1664719200,15.28
1664720100,14.92
1664721000,15.2
1664721900,14.88
1664722800,15.84
1664723700,15.12
1664724600,15.12
1664725500,15.24
1664726400,14.92
1664727300,15.56
1664728200,15.04
1664729100,15.64
1664730000,15.0
1664730900,15.08
1664731800,15.2
1664732700,14.96
1664733600,15.44
1664734500,15.08
1664735400,15.08
1664736300,15.0
1664737200,14.92
1664738100,15.08
1664739000,14.16
1664739900,14.6
1664740800,14.4
1664741700,14.56
1664742600,14.44
1664743500,14.24
1664744400,12.52
1664745300,12.24
1664746200,12.8
1664747100,12.28
1664748000,12.56
1664748900,12.44
1664749800,12.32
1664750700,12.52
1664751600,12.32
1664752500,12.68
1664753400,12.28
1664754300,12.52
1664755200,12.92
1664756100,12.4
1664757000,12.56
1664757900,12.32
1664758800,12.6
1664759700,12.4
1664760600,12.56
1664761500,12.52
1664762400,12.36
1664763300,13.32
1664764200,12.4
1664765100,10.92
1664766000,8.36
1664766900,8.4
1664767800,9.16
1664768700,8.32
1664769600,8.72
1664770500,8.24
1664771400,8.52
1664772300,8.76
1664773200,10.48
1664774100,10.72
1664775000,10.56
1664775900,10.84
1664776800,10.76
1664777700,10.92
1664778600,10.8
1664779500,10.72
1664780400,10.84
1664781300,10.72
1664782200,11.4
1664783100,11.52
1664784000,12.08
1664784900,10.92
1664785800,10.8
1664786700,11.52
1664787600,11.68
1664788500,10.12
1664789400,9.92
1664790300,10.2
1664791200,10.08
1664792100,9.84
1664793000,10.36
1664793900,9.76
1664794800,10.16
1664795700,9.84
1664796600,9.92
1664797500,10.04
1664798400,9.76
1664799300,10.16
1664800200,9.76
1664801100,10.16
1664802000,9.88
1664802900,10.0
1664803800,10.0
1664804700,9.68
1664805600,10.2
1664806500,9.92
1664807400,11.72
1664808300,11.04
1664809200,11.48
1664810100,12.0
1664811000,9.56
1664811900,10.0
1664812800,10.04
1664813700,9.96
1664814600,9.72
1664815500,9.76
1664816400,9.8
1664817300,9.64
1664818200,10.08
1664819100,9.6
1664820000,9.84
1664820900,9.64
1664821800,9.76
1664822700,11.44
1664823600,9.4
1664824500,9.0
1664825400,8.68
1664826300,9.08
1664827200,9.08
1664828100,9.36
1664829000,9.68
1664829900,9.48
1664830800,8.76
1664831700,8.32
1664832600,8.6
1664833500,8.28
1664834400,8.48
1664835300,8.48
1664836200,8.24
1664837100,8.96
1664838000,8.28
1664838900,8.6
1664839800,8.32
1664840700,8.36
1664841600,8.6
1664842500,8.24
1664843400,9.04
1664844300,9.04
1664845200,8.44
1664846100,8.88
1664847000,8.24
1664847900,8.68
1664848800,8.28
1664849700,8.6
1664850600,8.32
1664851500,8.64
1664852400,9.0
1664853300,8.92
1664854200,9.16
1664855100,8.88
1664856000,9.36
1664856900,8.92
1664857800,9.12
1664858700,9.32
1664859600,14.0
1664860500,15.56
1664861400,15.64
1664862300,18.2
1664863200,18.92
1664864100,22.44
1664865000,29.72
1664865900,31.44
1664866800,31.2
1664867700,32.56
1664868600,30.24
1664869500,30.0
1664870400,31.12
1664871300,31.16
1664872200,30.2
1664873100,31.48
1664874000,30.0
1664874900,28.92
1664875800,28.96
1664876700,28.04
1664877600,29.48
1664878500,28.48
1664879400,27.56
1664880300,28.16
1664881200,28.48
1664882100,28.36
1664883000,27.08
1664883900,23.76
1664884800,22.6
1664885700,21.04
1664886600,23.6
1664887500,23.16
1664888400,21.84
1664889300,21.52
1664890200,21.24
1664891100,21.36
1664892000,20.96
1664892900,22.0
1664893800,22.08
1664894700,20.16
1664895600,19.36
1664896500,20.88
1664897400,19.16
1664898300,21.84
1664899200,20.6
1664900100,19.8
1664901000,18.64
1664901900,18.12
1664902800,18.24
1664903700,18.36
1664904600,17.16
1664905500,17.36
1664906400,17.12
1664907300,17.2
1664908200,16.96
1664909100,16.72
1664910000,19.96
1664910900,19.44
1664911800,17.76
1664912700,16.48
1664913600,17.4
1664914500,15.36
1664915400,15.72
1664916300,15.68
1664917200,10.12
1664918100,10.0
1664919000,10.24
1664919900,9.8
1664920800,10.08
1664921700,9.76
1664922600,9.96
1664923500,9.92
1664924400,9.84
1664925300,10.16
1664926200,9.84
1664927100,10.04
1664928000,9.72
1664928900,10.08
1664929800,9.8
1664930700,10.2
1664931600,9.96
1664932500,9.76
1664933400,9.84
1664934300,9.76
1664935200,10.12
1664936100,9.92
1664937000,10.0
1664937900,9.32
1664938800,10.08
1664939700,10.0
1664940600,10.08
1664941500,10.16
1664942400,9.92
1664943300,10.76
1664944200,10.64
1664945100,10.76
1664946000,16.64
1664946900,17.52
1664947800,16.72
1664948700,20.8
1664949600,21.36
1664950500,25.04
1664951400,23.44
1664952300,24.0
1664953200,29.6
1664954100,32.04
1664955000,30.72
1664955900,30.2
1664956800,31.92
1664957700,31.64
1664958600,32.44
1664959500,31.44
1664960400,31.64
1664961300,31.0
1664962200,29.56
1664963100,29.68
1664964000,28.8
1664964900,30.0
1664965800,28.28
1664966700,28.44
1664967600,30.12
1664968500,29.6
1664969400,29.24
1664970300,27.64
1664971200,26.6
1664972100,25.52
1664973000,25.84
1664973900,27.36
1664974800,24.16
1664975700,24.6
1664976600,23.56
1664977500,23.4
1664978400,23.92
1664979300,22.48
1664980200,24.08
1664981100,24.2
1664982000,22.2
1664982900,21.84
1664983800,22.84
1664984700,21.44
1664985600,21.44
1664986500,21.52
1664987400,19.68
1664988300,21.16
1664989200,20.32
1664990100,21.16
1664991000,20.92
1664991900,20.8
1664992800,20.48
1664993700,21.24
1664994600,20.96
1664995500,21.0
1664996400,20.48
1664997300,19.6
1664998200,19.24
1664999100,20.0
1665000000,20.56
1665000900,21.88
1665001800,20.04
1665002700,20.36
1665003600,17.76
1665004500,17.72
1665005400,15.92
1665006300,15.0
1665007200,11.32
1665008100,10.96
1665009000,11.32
1665009900,10.96
1665010800,11.0
1665011700,11.12
1665012600,11.08
1665013500,11.6
1665014400,11.44
1665015300,11.48
1665016200,12.28
1665017100,11.32
1665018000,11.72
1665018900,11.52
1665019800,11.56
1665020700,11.92
1665021600,11.8
1665022500,12.2
1665023400,11.96
1665024300,12.2
1665025200,12.48
1665026100,12.56
1665027000,12.64
1665027900,12.44
1665028800,13.52
1665029700,12.64
1665030600,12.36
1665031500,12.64
1665032400,17.24
1665033300,19.36
1665034200,18.88
1665035100,21.24
1665036000,20.04
1665036900,26.36
1665037800,23.12
1665038700,24.44
1665039600,28.76
1665040500,28.48
1665041400,27.8
1665042300,28.0
1665043200,29.12
1665044100,27.64
1665045000,29.08
1665045900,29.6
1665046800,29.68
1665047700,30.04
1665048600,28.36
1665049500,29.96
1665050400,29.52
1665051300,28.48
1665052200,26.68
1665053100,27.08
1665054000,27.84
1665054900,27.4
1665055800,26.2
1665056700,25.52
1665057600,25.64
1665058500,23.8
1665059400,25.6
1665060300,25.4
1665061200,26.28
1665062100,24.04
1665063000,23.4
1665063900,23.32
1665064800,24.44
1665065700,25.32
1665066600,24.76
1665067500,23.44
1665068400,20.6
1665069300,20.72
1665070200,19.2
1665071100,20.72
1665072000,21.24
1665072900,20.12
1665073800,19.48
1665074700,18.8
1665075600,18.36
1665076500,16.88
1665077400,17.48
1665078300,17.36
1665079200,17.28
1665080100,17.0
1665081000,17.08
1665081900,16.76
1665082800,16.12
1665083700,16.04
1665084600,15.48
1665085500,16.08
1665086400,17.2
1665087300,16.56
1665088200,16.24
1665089100,15.76
1665090000,13.2
1665090900,13.6
1665091800,13.16
1665092700,13.52
1665093600,13.36
1665094500,13.44
1665095400,14.08
1665096300,13.32
1665097200,13.76
1665098100,13.32
1665099000,13.68
1665099900,13.36
1665100800,14.2
1665101700,13.36
1665102600,13.8
1665103500,13.64
1665104400,13.64
1665105300,13.92
1665106200,13.4
1665107100,13.68
1665108000,13.24
1665108900,13.68
1665109800,13.32
1665110700,13.76
1665111600,14.0
1665112500,14.2
1665113400,14.48
1665114300,14.08
1665115200,14.0
1665116100,14.08
1665117000,14.16
1665117900,14.28
1665118800,16.76
1665119700,16.68
1665120600,15.72
1665121500,17.28
1665122400,20.68
1665123300,24.68
1665124200,23.6
1665125100,32.4
1665126000,29.92
1665126900,28.44
1665127800,26.88
1665128700,27.56
1665129600,27.28
1665130500,28.76
1665131400,28.32
1665132300,31.0
1665133200,30.0
1665134100,31.44
1665135000,31.0
1665135900,29.08
1665136800,29.72
1665137700,29.84
1665138600,28.24
1665139500,26.24
1665140400,26.2
1665141300,24.44
1665142200,24.56
1665143100,22.56
1665144000,22.28
1665144900,21.0
1665145800,21.08
1665146700,22.2
1665147600,22.6
1665148500,22.28
1665149400,22.64
1665150300,20.44
1665151200,20.0
1665152100,19.6
1665153000,19.8
1665153900,20.44
1665154800,18.92
1665155700,18.56
1665156600,20.16
1665157500,18.6
1665158400,18.96
1665159300,18.08
1665160200,17.92
1665161100,18.6
1665162000,19.36
1665162900,19.12
1665163800,19.36
1665164700,19.84
1665165600,18.4
1665166500,17.12
1665167400,15.16
1665168300,14.96
1665169200,14.24
1665170100,13.84
1665171000,13.84
1665171900,13.84
1665172800,14.2
1665173700,13.76
1665174600,14.08
1665175500,14.4
1665176400,8.0
1665177300,8.04
1665178200,7.88
1665179100,7.8
1665180000,7.68
1665180900,7.96
1665181800,7.84
1665182700,8.4
1665183600,8.12
1665184500,8.4
1665185400,8.04
1665186300,8.36
1665187200,8.36
1665188100,8.16
1665189000,8.32
1665189900,8.2
1665190800,8.88
1665191700,8.6
1665192600,8.76
1665193500,8.12
1665194400,8.24
1665195300,8.24
1665196200,8.08
1665197100,8.52
1665198000,8.68
1665198900,8.84
1665199800,8.44
1665200700,8.64
1665201600,8.48
1665202500,8.48
1665203400,8.6
1665204300,8.32
1665205200,13.48
1665206100,14.36
1665207000,14.68
1665207900,14.44
1665208800,14.8
1665209700,14.52
1665210600,16.16
1665211500,17.72
1665212400,21.2
1665213300,22.64
1665214200,25.52
1665215100,27.16
1665216000,25.56
1665216900,26.04
1665217800,26.28
1665218700,25.56
1665219600,25.16
1665220500,25.12
1665221400,26.56
1665222300,26.88
1665223200,26.28
1665224100,27.2
1665225000,26.72
1665225900,26.6
1665226800,26.8
1665227700,26.8
1665228600,24.88
1665229500,24.96
1665230400,23.36
1665231300,23.36
1665232200,24.16
1665233100,22.56
1665234000,22.12
1665234900,21.2
1665235800,21.36
1665236700,22.8
1665237600,21.56
1665238500,20.92
1665239400,21.44
1665240300,20.4
1665241200,18.52
1665242100,20.88
1665243000,19.84
1665243900,20.36
1665244800,18.24
1665245700,19.72
1665246600,19.76
1665247500,20.52
1665248400,21.72
1665249300,19.96
1665250200,19.16
1665251100,18.16
1665252000,17.88
1665252900,18.04
1665253800,16.28
1665254700,16.0
1665255600,15.08
1665256500,15.4
1665257400,14.48
1665258300,14.88
1665259200,14.52
1665260100,15.08
1665261000,15.44
1665261900,14.6
1665262800,12.68
1665263700,12.32
1665264600,12.72
1665265500,12.36
1665266400,12.76
1665267300,12.4
1665268200,12.64
1665269100,12.56
1665270000,12.36
1665270900,12.72
1665271800,12.4
1665272700,12.68
1665273600,12.44
1665274500,12.4
1665275400,12.6
1665276300,12.32
1665277200,12.8
1665278100,12.48
1665279000,12.64
1665279900,12.36
1665280800,12.0
1665281700,8.56
1665282600,8.48
1665283500,8.68
1665284400,9.12
1665285300,9.28
1665286200,9.08
1665287100,9.16
1665288000,9.24
1665288900,8.96
1665289800,9.32
1665290700,8.84
1665291600,14.08
1665292500,15.24
1665293400,15.76
1665294300,16.24
1665295200,15.64
1665296100,15.88
1665297000,15.68
1665297900,15.96
1665298800,17.4
1665299700,17.08
1665300600,17.4
1665301500,19.56
1665302400,18.16
1665303300,17.72
1665304200,18.72
1665305100,17.48
1665306000,16.6
1665306900,16.48
1665307800,17.4
1665308700,18.48
1665309600,16.92
1665310500,16.44
1665311400,16.16
1665312300,17.92
1665313200,17.24
1665314100,16.84
1665315000,18.36
1665315900,17.92
1665316800,17.96
1665317700,16.32
1665318600,16.72
1665319500,16.8
1665320400,18.2
1665321300,17.52
1665322200,17.68
1665323100,18.4
1665324000,18.68
1665324900,19.36
1665325800,18.12
1665326700,18.32
1665327600,16.72
1665328500,17.68
1665329400,18.72
1665330300,17.16
1665331200,16.72
1665332100,15.56
1665333000,14.8
1665333900,15.36
1665334800,15.04
1665335700,14.32
1665336600,14.12
1665337500,16.4
1665338400,16.88
1665339300,17.48
1665340200,15.88
1665341100,15.28
1665342000,15.36
1665342900,13.68
1665343800,14.2
1665344700,13.4
1665345600,14.08
1665346500,13.28
1665347400,13.64
1665348300,13.44
1665349200,11.48
1665350100,11.32
1665351000,11.36
1665351900,11.52
1665352800,11.32
1665353700,11.56
1665354600,11.24
1665355500,12.12
1665356400,12.0
1665357300,11.76
1665358200,11.76
1665359100,11.28
1665360000,11.44
1665360900,11.28
1665361800,11.6
1665362700,9.84
1665363600,7.52
1665364500,7.24
1665365400,7.56
1665366300,7.92
1665367200,7.92
1665368100,7.88
1665369000,7.68
1665369900,8.52
1665370800,8.32
1665371700,8.96
1665372600,8.88
1665373500,8.84
1665374400,8.4
1665375300,8.24
1665376200,8.56
1665377100,9.12
1665378000,14.92
1665378900,15.36
1665379800,15.72
1665380700,19.04
1665381600,20.4
1665382500,20.96
1665383400,26.44
1665384300,24.16
1665385200,23.92
1665386100,25.0
1665387000,26.56
1665387900,25.6
1665388800,25.52
1665389700,26.08
1665390600,28.08
1665391500,29.28
1665392400,28.92
1665393300,28.48
1665394200,29.16
1665395100,29.32
1665396000,29.6
1665396900,29.72
1665397800,30.32
1665398700,29.2
1665399600,29.52
1665400500,27.6
1665401400,27.52
1665402300,29.52
1665403200,25.48
1665404100,23.2
1665405000,23.76
1665405900,25.72
1665406800,25.52
1665407700,24.88
1665408600,24.24
1665409500,24.16
1665410400,24.08
1665411300,25.04
1665412200,25.28
1665413100,25.24
1665414000,24.64
1665414900,26.08
1665415800,27.0
1665416700,27.92
1665417600,26.44
1665418500,22.8
1665419400,20.92
1665420300,22.88
1665421200,23.92
1665422100,23.12
1665423000,22.32
1665423900,23.0
1665424800,22.56
1665425700,21.8
1665426600,20.44
1665427500,20.6
1665428400,17.04
1665429300,15.72
1665430200,16.24
1665431100,15.96
1665432000,16.44
1665432900,16.12
1665433800,16.52
1665434700,17.76
1665435600,14.52
1665436500,14.64
1665437400,10.68
1665438300,9.68
1665439200,9.44
1665440100,9.64
1665441000,9.48
1665441900,9.52
1665442800,10.84
1665443700,9.88
1665444600,10.36
1665445500,9.96
1665446400,10.0
1665447300,9.8
1665448200,9.84
1665449100,9.6
1665450000,9.36
1665450900,9.56
1665451800,9.44
1665452700,9.96
1665453600,9.52
1665454500,9.6
1665455400,9.52
1665456300,9.36
1665457200,10.24
1665458100,10.04
1665459000,10.28
1665459900,10.32
1665460800,9.24
1665461700,9.52
1665462600,8.8
1665463500,9.84
1665464400,14.36
1665465300,16.68
1665466200,16.08
1665467100,17.76
1665468000,19.16
1665468900,23.96
1665469800,22.36
1665470700,27.96
1665471600,28.96
1665472500,28.76
1665473400,29.84
1665474300,30.08
1665475200,30.16
1665476100,29.84
1665477000,30.52
1665477900,33.6
1665478800,33.68
1665479700,32.32
1665480600,32.92
1665481500,31.4
1665482400,32.84
1665483300,32.52
1665484200,29.48
1665485100,28.08
1665486000,28.76
1665486900,28.64
1665487800,26.28
1665488700,27.4
1665489600,27.6
1665490500,25.6
1665491400,27.48
1665492300,26.4
1665493200,27.36
1665494100,28.92
1665495000,26.8
1665495900,26.8
1665496800,28.0
1665497700,27.56
1665498600,27.2
1665499500,26.24
1665500400,25.44
1665501300,23.92
1665502200,24.12
1665503100,21.04
1665504000,22.36
1665504900,19.56
1665505800,19.32
1665506700,18.96
1665507600,20.48
1665508500,21.28
1665509400,21.16
1665510300,20.4
1665511200,20.48
1665512100,19.56
1665513000,18.12
1665513900,18.64
1665514800,18.32
1665515700,17.48
1665516600,17.64
1665517500,17.44
1665518400,18.36
1665519300,17.16
1665520200,17.72
1665521100,16.2
1665522000,14.48
1665522900,14.6
1665523800,13.84
1665524700,13.2
1665525600,13.36
1665526500,13.28
1665527400,13.44
1665528300,13.44
1665529200,13.12
1665530100,13.68
1665531000,13.28
1665531900,13.6
1665532800,13.16
1665533700,10.56
1665534600,9.24
1665535500,9.4
1665536400,9.48
1665537300,9.32
1665538200,9.44
1665539100,9.12
1665540000,9.52
1665540900,9.2
1665541800,9.56
1665542700,9.16
1665543600,10.16
1665544500,10.2
1665545400,9.8
1665546300,10.04
1665547200,9.76
1665548100,10.68
1665549000,9.72
1665549900,10.4
1665550800,16.16
1665551700,16.24
1665552600,16.16
1665553500,17.28
1665554400,17.76
1665555300,22.36
1665556200,28.72
1665557100,24.32
1665558000,27.24
1665558900,27.28
1665559800,26.32
1665560700,28.28
1665561600,29.92
1665562500,29.4
1665563400,28.24
1665564300,31.52
1665565200,31.96
1665566100,31.8
1665567000,31.16
1665567900,32.12
1665568800,31.8
1665569700,34.0
1665570600,33.76
1665571500,33.84
1665572400,33.72
1665573300,33.88
1665574200,33.08
1665575100,33.28
1665576000,31.68
1665576900,31.12
1665577800,28.56
1665578700,30.32
1665579600,31.24
1665580500,30.48
1665581400,29.32
1665582300,28.6
1665583200,28.4
1665584100,29.68
1665585000,30.64
1665585900,28.24
1665586800,27.4
1665587700,26.8
1665588600,25.6
1665589500,23.52
1665590400,22.36
1665591300,21.48
1665592200,20.96
1665593100,20.4
1665594000,19.44
1665594900,18.08
1665595800,18.28
1665596700,18.12
1665597600,17.68
1665598500,17.52
1665599400,18.04
1665600300,18.72
1665601200,20.88
1665602100,18.08
1665603000,18.0
1665603900,15.96
1665604800,15.48
1665605700,15.76
1665606600,15.64
1665607500,15.92
1665608400,9.44
1665609300,9.68
1665610200,10.0
1665611100,9.68
1665612000,9.84
1665612900,9.64
1665613800,9.4
1665614700,9.16
1665615600,13.48
1665616500,13.16
1665617400,13.52
1665618300,13.16
1665619200,13.56
1665620100,13.44
1665621000,13.36
1665621900,13.48
1665622800,13.24
1665623700,14.08
1665624600,13.52
1665625500,14.16
1665626400,13.24
1665627300,13.52
1665628200,13.36
1665629100,13.48
1665630000,14.12
1665630900,13.84
1665631800,14.6
1665632700,13.8
1665633600,14.2
1665634500,13.88
1665635400,14.0
1665636300,14.16
1665637200,15.88
1665638100,17.04
1665639000,17.04
1665639900,19.56
1665640800,18.0
1665641700,21.08
1665642600,32.0
1665643500,31.84
1665644400,29.8
1665645300,29.76
1665646200,31.12
1665647100,31.2
1665648000,30.36
1665648900,30.08
1665649800,29.48
1665650700,29.44
1665651600,29.08
1665652500,29.16
1665653400,27.08
1665654300,28.8
1665655200,28.76
1665656100,28.56
1665657000,27.0
1665657900,25.8
1665658800,26.36
1665659700,27.24
1665660600,26.04
1665661500,27.44
1665662400,26.32
1665663300,27.28
1665664200,25.12
1665665100,25.48
1665666000,30.32
1665666900,26.24
1665667800,26.84
1665668700,24.92
1665669600,25.96
1665670500,26.32
1665671400,24.72
1665672300,23.6
1665673200,23.52
1665674100,24.04
1665675000,22.12
1665675900,22.16
1665676800,20.64
1665677700,19.8
1665678600,19.2
1665679500,17.96
1665680400,18.24
1665681300,17.44
1665682200,17.48
1665683100,17.36
1665684000,18.4
1665684900,18.48
1665685800,18.0
1665686700,17.8
1665687600,17.84
1665688500,16.76
1665689400,16.52
1665690300,16.8
1665691200,17.2
1665692100,16.6
1665693000,16.64
1665693900,16.4
1665694800,14.84
1665695700,14.6
1665696600,14.8
1665697500,14.44
1665698400,14.6
1665699300,14.52
1665700200,14.56
1665701100,14.8
1665702000,14.52
1665702900,14.68
1665703800,14.44
1665704700,14.84
1665705600,14.44
1665706500,14.76
1665707400,14.56
1665708300,14.52
1665709200,14.68
1665710100,14.44
1665711000,14.76
1665711900,14.52
1665712800,14.8
1665713700,14.6
1665714600,14.56
1665715500,14.64
1665716400,15.0
1665717300,15.48
1665718200,15.04
1665719100,15.32
1665720000,14.96
1665720900,15.2
1665721800,15.08
1665722700,15.48
1665723600,17.68
1665724500,16.44
1665725400,17.28
1665726300,19.92
1665727200,23.16
1665728100,27.4
1665729000,30.32
1665729900,32.08
1665730800,32.2
1665731700,31.92
1665732600,30.04
1665733500,31.6
1665734400,31.24
1665735300,30.4
1665736200,30.12
1665737100,30.08
1665738000,31.28
1665738900,30.76
1665739800,30.16
1665740700,29.8
1665741600,30.16
1665742500,34.04
1665743400,31.8
1665744300,30.08
1665745200,29.88
1665746100,30.88
1665747000,31.2
1665747900,29.6
1665748800,28.32
1665749700,27.84
1665750600,28.2
1665751500,28.4
1665752400,30.32
1665753300,30.64
1665754200,26.96
1665755100,27.8
1665756000,26.76
1665756900,24.8
1665757800,24.2
1665758700,23.92
1665759600,24.2
1665760500,24.08
1665761400,25.4
1665762300,24.6
1665763200,23.16
1665764100,22.04
1665765000,23.08
1665765900,22.2
1665766800,19.88
1665767700,20.76
1665768600,19.32
1665769500,19.36
1665770400,19.2
1665771300,18.52
1665772200,17.92
1665773100,16.44
1665774000,16.2
1665774900,15.48
1665775800,14.6
1665776700,13.84
1665777600,14.32
1665778500,13.88
1665779400,14.04
1665780300,14.32
1665781200,11.72
1665782100,12.0
1665783000,11.84
1665783900,12.48
1665784800,11.76
1665785700,12.44
1665786600,11.68
1665787500,12.04
1665788400,11.96
1665789300,11.68
1665790200,11.96
1665791100,11.68
1665792000,12.12
1665792900,11.76
1665793800,11.92
1665794700,11.72
1665795600,11.76
1665796500,12.0
1665797400,11.72
1665798300,12.52
1665799200,11.76
1665800100,12.0
1665801000,11.8
1665801900,11.96
1665802800,12.4
1665803700,12.24
1665804600,12.52
1665805500,12.32
1665806400,12.64
1665807300,12.2
1665808200,12.48
1665809100,12.24
1665810000,14.04
1665810900,14.48
1665811800,14.2
1665812700,15.2
1665813600,14.4
1665814500,14.76
1665815400,18.56
1665816300,20.36
1665817200,21.4
1665818100,21.68
1665819000,23.76
1665819900,24.32
1665820800,23.56
1665821700,23.8
1665822600,23.88
1665823500,24.88
1665824400,24.36
1665825300,23.64
1665826200,25.28
1665827100,25.08
1665828000,23.68
1665828900,24.64
1665829800,22.44
1665830700,22.48
1665831600,22.24
1665832500,22.2
1665833400,21.44
1665834300,22.68
1665835200,22.36
1665836100,20.68
1665837000,21.2
1665837900,20.16
1665838800,18.52
1665839700,17.36
1665840600,18.96
1665841500,18.8
1665842400,19.2
1665843300,18.2
1665844200,18.52
1665845100,18.36
1665846000,17.96
1665846900,18.24
1665847800,17.52
1665848700,19.44
1665849600,18.12
1665850500,17.48
1665851400,16.44
1665852300,18.0
1665853200,18.72
1665854100,17.6
1665855000,15.56
1665855900,15.92
1665856800,15.8
1665857700,15.08
1665858600,14.88
1665859500,14.92
1665860400,14.96
1665861300,15.16
1665862200,14.0
1665863100,14.72
1665864000,13.68
1665864900,14.76
1665865800,13.68
1665866700,13.8
1665867600,11.64
1665868500,11.8
1665869400,12.36
1665870300,12.08
1665871200,12.2
1665872100,12.12
1665873000,12.12
1665873900,11.8
1665874800,12.08
1665875700,11.68
1665876600,12.48
1665877500,11.88
1665878400,12.4
1665879300,12.36
1665880200,11.84
1665881100,11.8
1665882000,11.8
1665882900,12.0
1665883800,11.64
1665884700,12.04
1665885600,11.64
1665886500,12.64
1665887400,11.76
1665888300,12.24
1665889200,12.68
1665890100,12.56
1665891000,12.4
1665891900,12.44
1665892800,12.6
1665893700,12.4
1665894600,12.64
1665895500,12.4
1665896400,14.2
1665897300,14.24
1665898200,14.72
1665899100,14.96
1665900000,14.68
1665900900,14.64
1665901800,17.76
1665902700,15.72
1665903600,16.2
1665904500,18.4
1665905400,17.64
1665906300,16.68
1665907200,15.6
1665908100,16.64
1665909000,15.64
1665909900,15.92
1665910800,16.92
1665911700,17.96
1665912600,16.56
1665913500,15.96
1665914400,16.52
1665915300,15.36
1665916200,15.56
1665917100,16.08
1665918000,17.16
1665918900,15.76
1665919800,17.64
1665920700,16.36
1665921600,15.56
1665922500,17.32
1665923400,15.96
1665924300,16.76
1665925200,15.72
1665926100,16.36
1665927000,17.28
1665927900,16.96
1665928800,16.64
1665929700,15.6
1665930600,16.0
1665931500,16.44
1665932400,16.56
1665933300,17.32
1665934200,16.32
1665935100,16.0
1665936000,16.28
1665936900,15.64
1665937800,15.4
1665938700,15.24
1665939600,14.68
1665940500,14.68
1665941400,15.32
1665942300,14.72
1665943200,15.48
1665944100,14.64
1665945000,15.52
1665945900,16.16
1665946800,17.44
1665947700,16.32
1665948600,16.56
1665949500,15.12
1665950400,14.08
1665951300,14.0
1665952200,13.8
1665953100,14.08
1665954000,11.76
1665954900,12.16
1665955800,11.92
1665956700,12.08
1665957600,11.96
1665958500,11.96
1665959400,12.2
1665960300,11.96
1665961200,12.28
1665962100,11.84
1665963000,12.2
1665963900,12.0
1665964800,12.28
1665965700,12.04
1665966600,11.88
1665967500,12.12
1665968400,11.92
1665969300,11.56
1665970200,7.96
1665971100,8.08
1665972000,7.96
1665972900,8.52
1665973800,9.24
1665974700,8.48
1665975600,9.24
1665976500,8.88
1665977400,9.2
1665978300,8.96
1665979200,9.24
1665980100,9.04
1665981000,9.56
1665981900,9.92
1665982800,15.16
1665983700,16.8
1665984600,16.52
1665985500,18.92
1665986400,24.64
1665987300,25.12
1665988200,27.84
1665989100,25.12
1665990000,26.44
1665990900,27.44
1665991800,27.04
1665992700,24.84
1665993600,25.04
1665994500,26.2
1665995400,29.48
1665996300,29.08
1665997200,26.96
1665998100,26.68
1665999000,26.12
1665999900,26.52
1666000800,25.72
1666001700,27.44
1666002600,28.36
1666003500,28.6
1666004400,28.16
1666005300,25.8
1666006200,26.36
1666007100,25.84
1666008000,24.56
1666008900,23.24
1666009800,22.96
1666010700,21.4
1666011600,23.04
1666012500,23.48
1666013400,23.6
1666014300,23.96
1666015200,22.88
1666016100,23.52
1666017000,23.48
1666017900,24.04
1666018800,23.36
1666019700,22.24
1666020600,21.76
1666021500,21.2
1666022400,21.88
1666023300,19.64
1666024200,18.0
1666025100,17.32
1666026000,15.96
1666026900,16.28
1666027800,15.96
1666028700,16.88
1666029600,17.04
1666030500,17.28
1666031400,16.24
1666032300,16.52
1666033200,15.76
1666034100,15.32
1666035000,16.16
1666035900,16.12
